rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xGUTWRENCH,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D6338594E4654373931333800000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xMAMBO,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D6544444E4654383833323300000000
r98NJjXG9C8jsKr6yKfhXqbiNrFywMjTbk,xKENSHIN,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D654C654E4654363836373600000000
raKMyhtSeptVXrMWmqzxpiqpXU2rDhpYLn,xSTIK - xPANDANA,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5661464E4654343237383700000000
rwdHiEob47EZFSCJRxE9uBpzvyRvvwLf1R,xSHREDDER,custom_tier,https://sologenic.org/nfts/rQfU5AtTicQY1raTRF27rbU4TLWhoV5x2A/023031516D5977634E4654353436393000000000
rUhdegt1kgaUJEg6S9wiZDB8jq99r5y4Jq,xMADARA,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D5068314E4654313039333700000000
raFviNY99SzM6wvGQDCbNbfNdSyE77Lyog,xRANCID,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D5533704E4654353035323100000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xACT,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D56394D4E4654393839303900000000
rPkfKp9hb4LBZwcJciRL1Yj4G57d8vH1XT,xSTIK ONE,diamond_tier,https://sologenic.org/nfts/rJ7TsG3nX2yww7EPRAvbo9xeTBPUYSrfAJ/023031516D646B734E4654393734313200000000
raz653JVqjZA5tkyWdAddMo9zRyMfpoXCj,xJAYABUSA,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D5077354E4654323234333300000000
rwc2i3kVy3nzc7h1FC2sMzfQV1gLtdXP6r,xSTIK - xSTELLAR,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D4E6D674E4654383439323400000000
rBAR95Lh2QX67MGToT6NiE5ux5juotQMoN,xBRAINIAC,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D5371444E4654393431393600000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xLeCHEF,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D6263544E4654383432313000000000
rD2cy6FALWLcnzUwfj47qHYgEzweSxnPR5,xSTIK - xKITTY,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5934614E4654363932383000000000
rwc2i3kVy3nzc7h1FC2sMzfQV1gLtdXP6r,xSTIK - xSPEEDSTER2,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D6151314E4654333331363500000000
rJVYcngLZ6YgCKsHWQ9a6bpDk8aRHrfpeo,xHANNIBAL,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D634A354E4654393532333600000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xBALLISTIK,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D574A354E4654363435303100000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xSTEAMSTIK,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D5561584E4654323937313600000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xPERKELE,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D5656384E4654383834353500000000
r4y42dY58RP8s5Skzf7hiMzgofRVmoSwU8,xSTIK - xRUMBONE,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5476794E4654383631333100000000
rUhdegt1kgaUJEg6S9wiZDB8jq99r5y4Jq,xPOTHEAD,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D6133724E4654393731313600000000
rGQLxUoMXTza7cRRXuhEAqN3vbotY5BmiX,xREAPER,custom_tier,https://sologenic.org/nfts/rQfU5AtTicQY1raTRF27rbU4TLWhoV5x2A/023031516D6337764E4654313532303500000000
r3YAaDq6CqiV85Khm5HpnP5cv7p8WpUCZh,xSTIK - xTIGRE,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5046564E4654333337363800000000
rKaWupRxWD86AftumA23f7Um8T85Xiq4GK,xKOTARO,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D56754B4E4654333738353600000000
rsFRkSA3GcnMmh5uxRj7RZ6WfdaLVMTfWM,xBRIDALCORPSE,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D564E534E4654373033303900000000
r98NJjXG9C8jsKr6yKfhXqbiNrFywMjTbk,xRDOGESTIK,legendary_tier,https://sologenic.org/nfts/rQfU5AtTicQY1raTRF27rbU4TLWhoV5x2A/023031516D5243744E4654373032313200000000
raFviNY99SzM6wvGQDCbNbfNdSyE77Lyog,xROMERO,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D5954374E4654333738393200000000
r44VT9wdpcX9PXLhoYLTgUXtHF2YQBKdUx,xTHRILLASTIK,legendary_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D5146524E4654363534303600000000
rNfefZRrn8J8rf5jrGWoHkuwLyZHR7afjZ,xWALKINGSTIK,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D54487A4E4654323733353300000000
rwDiEU8X2HZ4mmiQyr5XqLghagCPNPDrWo,xSTIK - xSPEEDSTER,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5877684E4654313130393400000000
rNfefZRrn8J8rf5jrGWoHkuwLyZHR7afjZ,xAKAKAGE,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D64674D4E4654363232343000000000
rPapdqoFigxwvnPzbNg7WW4hQtENY43Pm5,xSHINOBI,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D61784E4E4654383337383700000000
rDT9nQMJQ4fQatcAjcFNqNjefz79eLXEP4,xOROBAS,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D5479614E4654343835373800000000
rwc2i3kVy3nzc7h1FC2sMzfQV1gLtdXP6r,xSTIK - xDOGGY,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D646B6F4E4654383032303400000000
rNuYUfeSBqWE8LPmADv8X7V1EFG3g65UPe,xSTIKENJI,epic_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D5A35634E4654363137373400000000
rwc2i3kVy3nzc7h1FC2sMzfQV1gLtdXP6r,xSTIK - xUNIQSTIK,legendary_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D5273524E4654323937393700000000
raz653JVqjZA5tkyWdAddMo9zRyMfpoXCj,xRASCAL,epic_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D5663694E4654383137373400000000
rMBWWESBu4bkarKQUxSqf5Mr3nkWjWuU7t,xVULTUREX DIO,legendary_tier,https://sologenic.org/nfts/r327VSMXvBCiBZJsNiMNCrzpUKgD7vd23x/023031516D5638364E4654373735353000000000
rhJV3XWkzx4qdhBL4ukCCaMEKmWavAFXrc,xSTIK - xFrankTheFudEater,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D6133614E4654363532323700000000
rwDiEU8X2HZ4mmiQyr5XqLghagCPNPDrWo,xSTIK - xLIBRE,epic_tier,https://sologenic.org/nfts/rsjjMgt2NCMGd6JwkYUPtinrQNz4Z4guHM/023031516D6274344E4654323038303100000000
r44VT9wdpcX9PXLhoYLTgUXtHF2YQBKdUx,xHUOTARI SENSEI,legendary_tier,https://sologenic.org/nfts/rEzZbixS5KFy4L4K7DxHrm4AEDBVjeoKXg/023031516D5A364E4E4654313936383200000000
rhJV3XWkzx4qdhBL4ukCCaMEKmWavAFXrc,xROTTEN,epic_tier,https://sologenic.org/nfts/rnbnRPfAi5xszZPDxHLbqNWd1RLmvTZ2Ft/023031516D5A79504E4654323830323100000000
